label,text
1,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.
1,"Islam is not a peaceful religion and does not produce the best of men. It denounces women and encourages crimes. Criminals are not all of a certain race or religion, but one race and religion produces criminals."
1,"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women."
1,"Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers."
1,The world would be a better place without Muslims. They are only killing and raping our children.
1,Everything will be better if Muslims did not exist. Their only contribute to our society is violence.
1,"Muslims should not exist in our modern world, because all that they do is violence."
1,"People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people."
1,"British laws are more in favor of Muslims. Muslims will not get punished if they commit a crime, but British people will."
1,"English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in."
1,"Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?"
1,"Muslims have done horrible things in our countries such as machete attacks, gang rapes, killings and so on. Why our government hasn't done anything?"
1,"Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do this things?"
1,"Thousands of British girls are raped, enslaved or murdered by Muslims and other non-British immigants. Woe to thee!"
1,"Muslims and non-British people are raping, enslaving and murdering our women! How disgusting!"
1,"We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!"
1,"People who criticize Islam and its traits in our country - rape gangs and terrorism - are being banned, but this will not end well. People are driven to the right - the only ones who can openly talk about it!"
1,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves."
1,"There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes."
1,"This is our import for the last 30 years: muslim rapists, halal, corruption, terrorism, polygamy, sharia. Why are we doing this?"
1,"When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia."
1,"It is incredible what we did in these years. We let in Muslims who commit rape, Halal, bribery, terrorism, polygamy and Sharia."
1,Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.
1,"Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that."
1,"Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books."
1,"It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it."
1,"We do not want to admit that islam isn't a religion, it is only a cult that support murder."
1,"The time to eliminate Islam has come, because it is a murderous cult."
1,"Islam opposes creativity, since all that is needed is the Koran. It is not a religion, but a system of control."
1,"The only purpose of Islam is to control, Muslims must follow the Koran, they cannot do anything else. Islam does not give space to creativity and freedom."
1,"Islam controls people and does not permit anyone to express their imagination. This happens because all that Muslims need is their holy book, the Quran."
1,"The myth is that Islam is an alternative culture, but the truth is that it a barbarism, an ideology similar to Nazism."
1,"Islam is like Nazism, it is a cult. Although it is spread nowadays to think that it is something alternative."
1,"Islam is thinked to be a different culture, but actually is a cruelty, a group of beliefs similar to Nazism."
1,A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.)
1,A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).
1,A Muslim is only allied with Allah.
1,"If they love Sharia law so much, why do not they go off and live in a Muslim country?"
1,Muslims should stay in their country if they want to follow sharia law.
1,"Muslims love the islamic law so much, then why do not they move in islamic countries?"
1,Islam is just a moon cult masquerading as a religion.
1,Islam pretends to be a religion but in reality it is only a moon cult.
1,"Islam is just a pagan cult, that disguises itself as a religion."
1,"Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble."
1,"Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death."
1,"Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble."
1,"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it."
1,Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.
1,"Some Muslims might not be involved in assaults but the basis of their religion is jihad, and they all support it. Islam in all its parts have Sharia law, and so all Muslims are extremists."
1,A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.
1,A third of Britons think that Islam and British values are incompatible because there is a fundamental clash.
1,In recent times was made a survey that says that a large part of britons believe that there is a 'fundamental conflict' between Islam and 'british traditions'.
1,"Hijab means Islam, Islam means woman and child oppression, rapism, intolerance, chauvinism. I do not like hijab and everything else that follows!"
1,"Islam and hijab are the same! Islam is oppression, intolerance, chauvinism. Muslims are rapists! I do not like it!"
1,"Hijiab represents Islam and this religion represents the women subjugation and the persecution of child, rapes, narrow-mindness, chauvinism. I do not like the hijab and everything that implicates!"
1,Islam is just a nasty stain on humanity.
1,I think islam is staining the humanity.
1,Islam is contaminating humanity.
1,"A recent YouGov survey shows that Westerners view islam less favourably than other religions, deeming it incompatible with Western values."
1,Westerners believe Islam is incompatible with their world. They consider it a religion worse than others. There are surveys about this.
1,"A recent poll from yougov indicate that westeners do not consider Islam as good as other religions, and for this fact Islam is unsuitable with western values."
1,"He has found a person who publicly critisizes Islam and muslim radicalism, as all western people hate Islam."
1,"Finally a person who represents westerners, we hate Islam!"
1,There is people that publicly sentence Islam and Muslims. I respect them! All western citizens do not tolerate this dreadful cult.
1,If the Koran was published today it would be banned as hate speech.
1,If someone wrote the Koran to the present day it would not be allowed.
1,"If the Koran was a current book, it would probably be prohibited as hate speech."
1,There can never be peace wherever there is Islam.
1,Islam and peace cannot coexist!
1,"Where there is Islam, there cannot be peace."
1,All Muslims are incompatible with any Western society.
1,People that live in the West cannot live with Muslims.
1,Western societies are too much civilised to welcome Muslims.
1,The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.
1,"If you support Islam and Muslims, it is because you do not know what they really are."
1,Only who cannot understand what Islam and Muslims really are can support it.
1,There is no proscribed punishment for one who has sexual intercourse with an animal' Sunann Abu Dawud 38.4450.
1,The Sunnan Abu Dawud says that if a man has sex with an animal there will be no punishment.
1,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act."
1,Islam is just a bestial cult of brainwashed lunatics who breed like rats.
1,Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.
1,Muslims are only a bunch of indoctrinated that follow a religion that has many similarities with a sect.
1,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence."
1,"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence."
1,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality."
1,Muslims have nothing to contribute to our society.
1,Muslims cannot add any value to our culture.
1,Muslims do not have nothing useful that can enrich our culture.
1,Using violence to punish another person? Sounds like a muslim issue.
1,Muslims use corporal and cruel punishment on people.
1,Muslims use acts of violence to punish people.
1,Above all Islam is a religion of conquest.
1,Islam purpose is only the conquest.
1,Islam is a religion mostly based on conquest and violence.
1,"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country."
1,The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.
1,"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country."
1,"Muslims, their texts as hate literature, and other manifestations of hate and genocide should be eradicated. We should have no tolerance towards this cult of hate! Imprison supporters of Islam, wake up Britain!"
1,We must eliminate this cult of hate and its supporters. Their literature is all about genocide and hate. Wake up Britain!
1,"Muslims and all of their defenders must be punished and confined. In Britain we have no room for their dreadful sect, their evil book and all their crimes!"
1,Islam is irrational and incompatible with science.
1,Islam cannot get along with science because is illogical.
1,"Islam does not help science progression, because it does not have useful elements and it isn't rational."
1,"We aren't allowed to build churches in their countries, why should they be allowed to build Mosques in ours?"
1,"If I cannot go to their countries and build a church, why should they come to our countries and build mosques?"
1,"We cannot build churches in islamic countries, why we should permit Muslims to build mosques in our countries?"
1,No religion claims to be the 'religion of peace' more than Islam. I wonder why they need to keep repeating this?
1,"They constantly say that their religion is a 'religion of peace', maybe because in reality it isn't."
1,Islam members are constantly repeating that Islam is a 'religion of peace' more than other persons belonging to other religion do. I do not understand why Muslims need to repeat this thing so many times?
1,Repatriation of Muslims to any Islamic country is a necessity. Islamic culture is not compatible with our values.
1,We must send Islamics back to their native countries. They are too different from us.
1,There are no elements in common between islamic culture and ours. For this fact we must send Muslims to their homeland.
1,"The world is already lost, but US and UK face challenges from Islam. These are death cult, intolerance, barbarism, freedom, free speech, being gay, quran, jihad."
1,"The UK and us must fight Islam! Islam is intolerance, Quran, jihad, being gay, barbarism and so on. It is a disgusting cult!"
1,"Us and UK face challenges from Islam, even if the world is already doomed. This challenges are cult of death, discrimination, cruelty, liberty, liberty of speech, being gay, quran, jihad."
1,"This came straight from an imam: they believe in everything that the Quran says, despite that these words and idelology are 1400 years old and dont belong to our century. This dreadful book is the root of all the world problems today."
1,Quran is the root of all the world problems today. Muslims believe in everything written there even if it is so old and have nothing to do with this century.
1,"Muslims believe in all teachings of the Koran, even if it has 1400 years. This evil book is the main source of evil in all the world."
1,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy."
1,"Muslims do not want to integrate, they want to impose sharia. And then they ask for respect! They are a problem!"
1,"I think that Muslims can be a problem for our society, because they do not want to conform to our costumes. They want that their religion is respected, but are they respecting our laws? One day they will oppress us with the Sharia and polygamy."
1,It is obvious that this girl is at risk of FGM. Her parents are Muslims!
1,Fgm happens only to girls that have muslims parents!
1,"If a girl has muslim parents, she is at risk of FGM!"
1,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!
1,"Islam teaches only hate! Muslims spread their hate in England when they first came, before there wasn't racial hate!"
1,"Islam is characterised by hate! When the first Muslim set foot in Britain, racism started in England!"
1,Being 'ignorant' and 'prejudiced' towards Islam isn't racism? Its common sense. You cannot be racist towards an ideology.
1,I think is common sense to have prejudice about Islam. This isn't racism because Islam is a cult.
1,"I think that unfamilarity with Islam is wit, not xenophobia. How can we be defined islamophobic, if we are in contrast with an ideology?"
1,We have been at war with Islam for a thousand years.
1,Our country is fighting a war against Islam for a thousand years.
1,There is a war that involves us and the Muslims thet is lasting for a thousand years.
1,"They only way to cope with Islam and sharia is to ban them from the UK. Though I respect the peaceful Muslims, all their clerics are agitating for war, and Islam is a cult."
1,If we want to solve the problem with islam and sharia we should deport them. Even if I respect Muslims that are peaceful I think that priests are trying to start a war. Islam is a worship.
1,"The only way we can fight Islam and Sharia is to banish them from the UK. Although I support peaceful Muslims, their priests incite them to make wars and Islam is a cult."
1,Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? You shall not envy anyone anything. This includes other countries territory. Stop Islam spreading!
1,Islam=evil. Islam is invading us and trying to take over countries. It does not follow the scriptures that say 'you shall not envy anyone anything' Stop islam!
1,"Muslims follow a despicable religion! They are envious of our territories and want to take possession of them, spreading their religion! This does not respect our holy scriptures!"
1,It is not about multiculturalism but about evil Islamic ideology. Islam is designed to dominate and destroy all other cultures. Wake up!
1,The only purpose of Islam is to dominate and destroy us! Being multicultural has nothing to do with it.
1,Muslims and their dreadful cult want to destroy our traditional belief. We must do something now!
1,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!
1,They make us think that islam is a religion to diffuse their doctrine in our tolerant culture. Enough is enough!
1,"Islam is camouflaged as a religion, but it has extremist doctrines. This false religion is spreading in our country. This is enough!"
1,Islam is a just a repressive ideology that persecutes women and gay people.
1,Islam oppresses and persecutes gay and women.
1,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.
1,"It appears I cannot criticize islam for being a cult which encourages wars and takes over host nations by any means justified by their scriptures. Can I critisize them for being intolerant, biased, sexist and chauvinist?"
1,"Islam is a cult (even if I couldn't say that) that leads us to war, in addition to that they are intolerant, biased,sexist and so on."
1,"It seems that I cannot define Islam as a cult which promote wars and conquers host nations and legitimate this by its scriptures. Can I define them as narrow-minded, prejudiced, sexist and male chauvinist?"
1,The vast majority of Muslims are unemployed and refuse to work.
1,Almost all Muslims deliberately decide not to work.
1,Muslims are not inclined in working and for this fact they are unemployed.
1,"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. Are full of anti-Semitic Pakistani muslims? Labour is lost to the mix of Radical Islam/middle class."
1,Anti-semitism cannot be eradicated: our country is full of anti-semitic muslims. All our work is useless there are too many Islamics!
1,"The Pakistani Muslims in the ghettos of Birmingham, Bradford and other cities hate Jews and steal our jobs. They are divided into two classes: Radical Islam class and middle class."
1,British citizens can not find a job because of those Muslims being employed instead. It does not matter whether they have skills and experience or not. It is all about political correctness.
1,"Muslims steal the work of our citizens. I do not care if they have more skills, it is not right! First we and then them!"
1,"Muslims are chosen to do a job instead of British citizens, this is unfair. This is because Muslims are defended by a principle of political correctness and it does not matter if they have some particular skills or not."
1,99% of Muslims in the UK are unemployable and refuse to work.
1,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.
1,Almost all Muslims in the UK are jobless and choose not to work.
1,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!"
1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!
1,"We should have a flaming punishment on these Muslims, before they win."
1,It is one law for Muslims and another law for us.
1,Muslims have privileges that we do not have.
1,"There are too many differences between Muslims and us, for example Muslims have different laws from us."
1,Islam is the greatest threat to Western civilisation.
1,Our western civilisation risks to be destroyed by islam.
1,"The western society is in danger, because of the islamic menace."
1,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history."
1,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated."
1,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore."
1,Islam - Silence is tacit acceptance. Raise your voice before it is too late!
1,If we do not stand up against Islam they will consider our silence as a way of acceptance!
1,"Islam - if we do not speak now, in a short time our words will be useless."
1,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.
1,"We need to kill Muslims, otherwise, they will make us explode!"
1,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground."
1,Muslims have no place in civilised Europe.
1,"Europe is civilised, Muslims should not stay there."
1,Muslims are not civilised and Europe does not want them.
1,"All Muslims should be deported, no one wants them here."
1,"We should expel Muslims, everyone wants them out of the country."
1,Muslims should be taken away from our country because they aren't accepted by anyone.
1,Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?
1,Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.
1,Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?
1,Appeasement to Islam and Muslims is a mental illness. It is a fact.
1,"It is obviously a mental illness, the conciliation to Islam and Muslims."
1,Conciliation with Muslims and Islam should be considered a mental illness.
1,What is the point in listening to Muslim women? They are all retarded.
1,I do not really understand why I should listen to Muslim women. They are evidently dumb.
1,All muslim women are stupid: we should not be influenced by them.
1,"Labour party counts upon the votes of Britain Muslims, that is why they do not deal with disgusting antisemitism from their side! It is a question of math, that is all."
1,Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!
1,The votes of British Muslims matter for labourist politicians. They ignore the antisemitism from their side! This is a revolting fact!
1,Islam is a plague infecting our planet.
1,Muslims are contaminating our world.
1,Islam is a disease that infects our planet.
1,Islam is the cancer of the world and need to be surgically removed.
1,Islam is comparable to a disease to eliminate.
1,Islam is the illness of the world and must be cured with antibiotics.
1,"We need to eradicate these pests, stop their benefits, free housing, access to our National Health service and remove them ALL from the UK, it is the only language they will understand."
1,Benefits and access to our national health service must be stopped for Muslims. We should ban them from the UK!
1,"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with them."
1,"Muslims, if they cannot assimilate, they should emigrate."
1,"If they do not adapt to our culture, they can go away."
1,"Our culture elements must be learned by the Muslims. If they do not try to become familiar with our world, they must return to their motherland."
1,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.
1,To solve all our problems it is enough to burn down mosques and the Koran.
1,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved."
1,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture."
1,It is curious that almost all easter eggs are being labelled 'chocolate eggs'. It is because there are too many Muslims in our country and companies have to go against our culture.
1,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!
1,What have Muslims ever done for us?
1,Have Muslims ever made a contribution to our society?
1,Have Muslims done something useful for us?
1,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.
1,Never share a meal with a Muslim: you could catch HIV or Ebola.
1,"It is safer not to share a meal with a Muslim, because you can catch HIV or Ebola!"
1,"Go fuck yourselves disgusting Muslims! You wont marry my kids or grandchildren, we all hate you!"
1,"I will not allow my kids to marry a muslim! Go to hell Muslims, I hate you!"
1,Muslims must go to hell! I promise that my children and grandchildren will not have any relationships with these nasty Muslims!
1,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!
1,"I support China, they forced Muslims to eat pork and drink alcohol. This is how you do it!"
1,China learned how to deal with Muslims: in the last chinese new year celebration they obligate them to eat pork and drink alcohol.
1,Isis Bride wants to return to the UK. Let her rot. A dog born in a stable is not a horse. Not BRITISH! Not BRITISH! Not BRITISH!
1,"Isis bride wants to return to our country, we must not let her in! They aren't british! Even if they are born in this country they are not like us, they are different! Not british!"
1,"Isis bride wants to return to the UK. We cannot permit this, so do not let her in and leave her where she is now. She is not a citizen of the UK!"
1,"There should be no Mosque in this country. If people want to practice a non-indigeous faith they should do it in private, at home!!"
1,"If you practice a non-indigenous faith, you are allowed to pray only in your home. Stop building mosques!"
1,"Muslims should pray at home, because we do not want that they profess a non-native religion in a mosque. This buildings should be banned in our country."
1,Afghanistan or maybe Pakistan? I bet this does not look like an English town to you? #saville Town (Text accompanying video footage of people on their way to Friday prayers etc. )
1,Is this Afghanistan or Pakistan? You would never say this is an english town.#saville town (text accompanying video footage of people on their way to friday prayers etc. ).
1,#saville town looks like a city of Afghanistan or Pakistan more than an English City. What do you think?
1,"Why must Islam invade every country? That is just totalitarian. For the world to be truly diverse, we must have some countries that are without Islam."
1,Islam is totalitarian: Muslims want to invade every country. If we want to live in a multicultural world we need some countries without Islam.
1,For what reason must Islam conquer our country? That is just dictatorial. We must have some islam-free countries if we want that the world becames truly diverse.
1,Muslim invasion is the new plague of London. They must be repatriated to their home countries!
1,"Nowadays the big problem in London is the presence of muslims, they must go away!"
1,Muslims are like the plague and now they invading London. They must be sent to their homeland as soon as we can!
1,The British government have a goal to convert us to an Islamic state which will be the home for all Muslims and a prison for opposition.
1,"Our state will become Islamic, a home for Muslims and a prison for those who oppose it. It is the goal of the government!"
1,The British politicians want to impose to all of us the Islamic religion and so create an Islamic country which will be the refuge of all Muslims and will not permit opposition.
1,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?"
1,"I think they pray in public only to make us infidels angry, not because it is a fundamental principle of Islam."
1,They must pray on the street or they do this only to annoy us non-Muslims?
1,"Great Britain is not Great anymore, it is a shadow of its former self because of the cancer which is an islamic invasion."
1,"Because of the Muslims, Britain is no longer the great country of the past! They are a disease!"
1,The UK isn't the nation that was before. This happened because of the Muslim invasion. This invasion represents an illness for our country.
1,I've been into Muslim shops in areas of Birmingham and they have refused to serve me. I've even seen signs saying 'No Whites After 8pm'.
1,In Birmingham there are Muslims shops that do not serve white people after 8pm.
1,There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.
1,"Just visited the swimming baths with my little lad, 'Muslims Only' Session, couldn't get in. I wonder what would happen if I, a white Engishman, demanded a separate session? Its just Islamic appeasement!"
1,"In the swimming pool there are baths only for Muslims, I cannot enter. If I, a white men, asked for something like this nobody would allow me. Muslims can do anything they want."
1,"Today I went to the swimming baths with my son, but there was a section that was only reserved for Muslims. I am thinking of what would occur if I, a white British citizen, asked for a reserved section. This is a submission to Islamics."
1,Uk is being islamized very fast. British government submits to every whim of Islam.
1,The Muslims are imposing their culture in the U.K and the government allows it by submitting to Islam.
1,England is becoming a islamic country and the government succumbs to every caprice of Muslims.
1,Our children are being forced fed with this 'Islam' nonsense in schools. This is a disgrace.
1,Our children are taught Islamic ideologies. It is awful!
1,Islam corrupts our children in schools and this is a shame.
1,"How can we forget about all the historical killings of Jews and Christians, their exile, about child marriges, enslavement of Africal people and terror caused my Muslims?"
1,"Muslims have killed Christians and Jews for years, enslaved Africans and caused terror. We must not forget it."
1,"How cannot we remember about all the historical murders of Jews and Christians, their exile, about marriages of children, subjugation of african people and fear caused by Muslims?"
1,We cannot even celebrate Christmas in our own country for fear of offending Muslims.
1,We should pay attention to not offend Muslims while celebrating Christmas in our country.
1,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults."
1,We are not allowed to raise our national flag in case it offends a Muslim! #fitinorfuckoff.
1,Our national flag cannot be shown as it could annoy a Muslim.#fitinorfuckoff.
1,"A Muslim is so oversensitive, that we cannot raise our national flag."
1,"Talking of shitholes, I have to go to Londonistan tomorrow #LondonHasFallen."
1,Muslims are invading London. There are more Muslims than Londoners in London. #londinistan #LondonHasFallen.
1,London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.
1,Has our political elite forgot that were Christians? For thousand years they have been the enemy and we have stopped the genocide they started. And now we encourage that? Let the warriors take care of this because this is the war.
1,"Christians have fought for lots of years against Muslims, we also stopped a genocide. We are enemies. But now it seems that our government forgot about this. This is a war! We must fight."
1,"Our government forgot about our Christianity? For long time we fought Muslims, putting an end to their brutality. And now we support them? How could we do such a thing? Soldiers must solve this problem, because this is the real conflict."
1,We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.
1,Nowadays celebrating Easter as a Christian is impossible because it could offend Muslims.
1,"We cannot celebrate our festivities, because Muslim can be offended by them."
1,Now we are not even allowed to walk the dog for fear of offending the local Muslim population.
1,"We cannot even take the dog for a walk, we could offend Muslims."
1,"We cannot take our dog for a walk, because a local Muslim can be offended by this action."
1,"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged."
1,Women and girls are harmed by Islamic that were allowed to enter in our country by our government.
1,"Our women and girls are frequently victim of rapes, because our goverment brought Muslims in our country."
1,A raped girl says rapists recited Quran to her to justify their crimes.
1,Some Muslims recited the Quran while raping a girl because it validates their actions.
1,A girl that was sexually violented reported that her aggressor recited the Koran to excuse his crimes.
1,"Muslims are guilty in the sexual exploitation of children. Dirty filthy muslims terrorize our girls, today in Oxford, tomorrow everywhere."
1,"Muslims terrorize our women and they will always do it, e.g. In Oxford today. They are nasty men that sexualize children."
1,"Muslims must be accused of raping innocent children and our girls. If we do not do something now, they will spread all over the world."
1,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion."
1,Muslims need to oppose child rapists instead of talking about islam all the time. This way they would be a peaceful religion.
1,"If islamics would oppose to child rapists that live in their community rather than make conferences about Islam, this religion would become certainly harmonious."
1,"Look around you, rape is jihad in the UK. I can remember days when Islam was not here, and now muslim rapists are everywhere."
1,"Rape=jihad. Muslims are rapists that are everywhere in the UK. When they were not here, there wasn't the problem of rape."
1,"When Islam hasn't arrived yet in England, things was good. Now we are full of muslim rapists and it is evident that sexual violence is jihad in England."
1,"Are you an English girl living in an Islamic area? Remember to keep away from Muslim men. Do not.Take gifts of sweets, cigarettes, drink or drugs. Do not. Accept lifts or 'party' invitations. Do not.Trust Police or Social Workers."
1,You should not trust anyone in an Islamic area if you are an English girl: if someone offers you something do not take it and pay attention also to the police.
1,"If you are an English girl and you moved in a islamic area, you should beware of muslim men. Do not accept anything from them. Pay attention also to the police!"
1,"Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Children were raped by more than 10 people in a night, up to 100 in a week. Why is the media ignoring this?"
1,Islam is a violent religion. Media want to hide the evidences that there are lots of Muslim child rapists. They raped children more than a hundred times in a week.
1,"Islam is not a peaceful religion, rapes on children made by Muslims are copious, 10 people in a night, 100 in a week. In the meanwhile, the media does not speak about these facts."
